tax_year,filer_ein,filer_name,recipient_name,recipient_ein,recipient_address1,recipient_address2,recipient_city,recipient_state,recipient_country,recipient_postal,amount,purpose
2021,263753801,Foundation to Promote Open Society,The Nature Conservancy,,4245 Fairfax Drive 100,,Arlington,VA,,22203,50000,"to reduce the vulnerability of coastal communities in the Dominican Republic, Grenada, and Jamaica, and to share tools and knowledge to launch a disaster risk reduction initiative in The Bahamas"
2021,263753801,Foundation to Promote Open Society,The Nature Conservancy,,4245 Fairfax Drive 100,,Arlington,VA,,22203,110000,"to reduce the vulnerability of coastal communities in the Dominican Republic, Grenada, and Jamaica, and to share tools and knowledge to launch a disaster risk reduction initiative in The Bahamas"
2021,263753801,Foundation to Promote Open Society,Ethiopian Community Development Council Inc,,901 South Highland St,,Arlington,VA,,22204,25000,"to pilot new community sponsorship programming in the Denver and DC metro areas, and then expand community outreach and programming throughout the Grantee's network"
2021,263753801,Foundation to Promote Open Society,DAWN Foundation,,22019 Eastcreek Drive,,Ashburn,VA,,20148,275000,to support research and analysis on foreign policy related to the Middle East
2021,263753801,Foundation to Promote Open Society,Inclusive Development International,,9 SW Pack Square Suite 302,,Asheville,NC,,28801,130000,to support civil society in increasing social and environmental accountability on investments
2021,263753801,Foundation to Promote Open Society,Steady Collective,,PO Box 9321,,Asheville,NC,,28815,40000,to provide general support
2021,263753801,Foundation to Promote Open Society,AtlantaFulton County Pre-Arrest Diversion Inc,,236 Forsyth Street SWSuite 500,,Atlanta,GA,,30303,450000,"to reduce arrest and incarceration of people experiencing extreme poverty, problematic substance use, or mental health concerns, and increase the accessibility of supportive services in Atlanta and Fulton County"
2021,263753801,Foundation to Promote Open Society,BVM Capacity Building Institute Inc,,4751 Best RoadSuite 490,,Atlanta,GA,,30337,200000,to provide general support
2021,263753801,Foundation to Promote Open Society,BVM Capacity Building Institute Inc,,4751 Best RoadSuite 490,,Atlanta,GA,,30337,2000000,to provide general support
2021,263753801,Foundation to Promote Open Society,Southerners on New Ground Inc,,561 W Whitehall Street SW,,Atlanta,GA,,30310,1000000,to provide general support
2021,263753801,Foundation to Promote Open Society,Global Network Foundation,,715 Peachtree Street NE Suite 200,,Atlanta,GA,,30308,105000,to support the development of a media platform and related social media pages that are focused on providing information and working with youth
2021,263753801,Foundation to Promote Open Society,Southern Center for Human Rights,,83 Poplar Street NW,,Atlanta,GA,,303032122,390000,to provide general support
2021,263753801,Foundation to Promote Open Society,Project South The Institute for the Elimination of,,9 Gammon Avenue SE,,Atlanta,GA,,303152773,250000,"to support capacity, communications, and strategy development to advance climate justice in the Gulf South"
2021,263753801,Foundation to Promote Open Society,The Carter Center Inc,,One Copenhill 453 Freedom Parkway,,Atlanta,GA,,30307,74000,to provide general support
2021,263753801,Foundation to Promote Open Society,Maine Center for Economic Policy,,PO Box 437,,Augusta,ME,,04332,28000,to provide general support
2021,263753801,Foundation to Promote Open Society,Protex A Network for Progressive Texas DBA Texas C,,1714 Fortview Road Suite 104,,Austin,TX,,78704,300000,to provide general support
2021,263753801,Foundation to Promote Open Society,Texas Low Income Housing Information Service,,1800 West 6th Street,,Austin,TX,,787035122,150000,to provide general support
2021,263753801,Foundation to Promote Open Society,The Miaan Group,,1801 E 51st Street Suite 365 479,,Austin,TX,,78723,100000,to advance human rights in Iran through policy development and promotion of diplomacy
2021,263753801,Foundation to Promote Open Society,University of Texas at Austin,,3925 West Braker Lane Building 159,,Austin,TX,,78759,200000,to support the Propaganda Research Project at the Center for Media Engagement
2021,263753801,Foundation to Promote Open Society,Austin Justice Coalition,,4718 Depew Ave,,Austin,TX,,78751,200000,"to support the Austin Is Safer When and the District Organizing: Project Engage effort to educate the public about policing, the influence of police unions, and ways to keep communities safe without relying on the police"
2021,263753801,Foundation to Promote Open Society,Austin Justice Coalition,,4718 Depew Ave,,Austin,TX,,78751,765000,to provide general support
2021,263753801,Foundation to Promote Open Society,EQTX Equality Texas Foundation,,P O Box 2340,,Austin,TX,,78768,95000,to provide general support
2021,263753801,Foundation to Promote Open Society,Youth Rise Texas,,PO Box 824,,Austin,TX,,78767,100000,to provide general support
2021,263753801,Foundation to Promote Open Society,Texas Freedom Network Education Fund,,PO Box 1624,,Austin,TX,,78767,100000,to train and support the leadership development of young people in Texas on civic engagement so that they have the capacity and ability to advance issues that matter to them
2021,263753801,Foundation to Promote Open Society,Jolt Initiative,,PO Box 4185,,Austin,TX,,78765,100000,to provide general support
2021,263753801,Foundation to Promote Open Society,Advocates for Children and Youth Inc,,1 N Charles Street Suite 2400,,Baltimore,MD,,21201,250000,to provide general support
2021,263753801,Foundation to Promote Open Society,Centro de los Derechos del Migrante Inc,,10 E North Ave Ste 9,,Baltimore,MD,,21202,250000,to provide general support.
2021,263753801,Foundation to Promote Open Society,Baltimore Underground Science Space,,101 N Haven St Suite 105,,Baltimore,MD,,21224,24000,"to support the capacity of Open Insulin Project, a fiscally sponsored project of Baltimore Underground Science Space, to develop the first community owned and managed small-scale insulin production"
2021,263753801,Foundation to Promote Open Society,Youth As Resources,,111 N Charles Streetsuite 502,,Baltimore,MD,,21201,50000,to provide general support
2021,263753801,Foundation to Promote Open Society,University of Baltimore Foundation Inc,,1130 North Charles Street,,Baltimore,MD,,21201,25000,"to provide support to the Sayra and Neil Meyerhoff Center for Families, Children and the Courts' Truancy Court Program, which works to interrupt a student's progression from truancy to school failure, dropping out, and involvement in the school-to-prison pipeline"
2021,263753801,Foundation to Promote Open Society,Disability Rights Maryland,,1500 Union Avenue,,Baltimore,MD,,21211,100000,to provide general support
2021,263753801,Foundation to Promote Open Society,Disability Rights Maryland,,1500 Union Avenue,,Baltimore,MD,,21211,50000,"to convene consumers and advocates to create equity and justice in public behavioral health care through education, community involvement, and policy reform"
2021,263753801,Foundation to Promote Open Society,Restorative Response Baltimore,,1500 Union Avenue Suite 2700,,Baltimore,MD,,21211,25000,to provide general support
2021,263753801,Foundation to Promote Open Society,Maryland Philanthropy Network,,1600 W 41st Street Suite 700,,Baltimore,MD,,21211,75000,"to provide support to Maryland Justice Project, a fiscally-sponsored project of the Grantee, to engage in education and organizing to reduce the number of people serving long sentences in Maryland prisons"
2021,263753801,Foundation to Promote Open Society,Maryland Philanthropy Network,,1600 W 41st Street Suite 700,,Baltimore,MD,,21211,13250,to provide general support
2021,263753801,Foundation to Promote Open Society,Maryland Philanthropy Network,,1600 W 41st Street Suite 700,,Baltimore,MD,,21211,56500,to provide support for the Grantee's Education Funders Affinity Group and for the effort to analyze and strengthen the fiscal hosting ecosystem
2021,263753801,Foundation to Promote Open Society,Maryland Philanthropy Network,,1600 W 41st Street Suite 700,,Baltimore,MD,,21211,37000,"to enable Healing City Baltimore, a fiscally sponsored project of the Grantee, to ensure that a consistent focus on violence, poverty, and educational inequity is maintained in the execution of the Elijah Cummings Healing City Act"
2021,263753801,Foundation to Promote Open Society,Maryland Philanthropy Network,,1600 W 41st Street Suite 700,,Baltimore,MD,,21211,25000,"to provide support to Maryland Justice Project, a fiscally-sponsored project of Maryland Philanthropy Network, in order to expand its capacity to reduce mass incarceration in Maryland, especially in the era of COVID-19"
2021,263753801,Foundation to Promote Open Society,Fusion Partnerships Inc,,1601 Guilford Ave 2 South,,Baltimore,MD,,21202,300000,to provide support for the Youth Resiliency Institute's Mountain Movers project
2021,263753801,Foundation to Promote Open Society,Fusion Partnerships Inc,,1601 Guilford Ave 2 South,,Baltimore,MD,,21202,50000,"to support the efforts of Bmore Awesome, a fiscally-sponsored project of Fusion Partnerships, to engage in youth leadership development and organizing to reform youth justice and school discipline in Baltimore"
2021,263753801,Foundation to Promote Open Society,Fusion Partnerships Inc,,1601 Guilford Ave 2 South,,Baltimore,MD,,21202,100000,"to provide support to the Baltimore Algebra Project, a fiscally-sponsored program of Fusion Partnerships, to develop youth leaders and reduce youth involvement with the justice system"
2021,263753801,Foundation to Promote Open Society,Fusion Partnerships Inc,,1601 Guilford Ave 2 South,,Baltimore,MD,,21202,100000,"to provide support to The Citizens Policing Project, a fiscally-sponsored project of Fusion Partnerships, to educate and mobilize Baltimore residents most impacted by over-policing"
2021,263753801,Foundation to Promote Open Society,Fusion Partnerships Inc,,1601 Guilford Ave 2 South,,Baltimore,MD,,21202,125000,"to provide support to the Family Support Network, a fiscally sponsored project of the Grantee, to bring home people serving long-sentences, particularly people serving life sentences, through education and service"
2021,263753801,Foundation to Promote Open Society,Fusion Partnerships Inc,,1601 Guilford Ave 2 South,,Baltimore,MD,,21202,25000,"to provide support to The Citizens Policing Project, a fiscally-sponsored project of the Grantee, to educate and mobilize Baltimore residents most impacted by over-policing"
2021,263753801,Foundation to Promote Open Society,Fusion Partnerships Inc,,1601 Guilford Ave 2 South,,Baltimore,MD,,21202,70000,"to enable CLLCTIVLY, a fiscally sponsored project of Fusion Partnerships, to provide support to Black-led organizations impacted by COVID-19"
2021,263753801,Foundation to Promote Open Society,A New Faith Community,,1635 West Pratt Street,,Baltimore,MD,,21223,25000,to provide general support
2021,263753801,Foundation to Promote Open Society,Morgan State University Foundation Inc,,1700 East Cold Spring Lane New Com,,Baltimore,MD,,21251,25000,to promote greater diversity in the news industry and meaningful coverage of historically marginalized communities
2021,263753801,Foundation to Promote Open Society,Maryland Center on Economic Policy,,1800 N Charles Street Suite 310,,Baltimore,MD,,21201,25000,to provide general support
2021,263753801,Foundation to Promote Open Society,Urban Teachers,,1800 Washington Blvd Suite 411,,Baltimore,MD,,21230,25000,"to support the Baltimore branch of the Urban Teachers program, which includes recruitment, coaching, coursework, wraparound supports and professional development for over 300 aspiring and full-time educators in Baltimore City Schools"
2021,263753801,Foundation to Promote Open Society,Job Opportunities Task Force Inc,,201 N Charles StreetSuite 2404,,Baltimore,MD,,21201,50000,to provide general support
2021,263753801,Foundation to Promote Open Society,Behavioral Health Leadership Institute Inc,,2200 Arden Road,,Baltimore,MD,,21209,135000,to provide general support
2021,263753801,Foundation to Promote Open Society,Light of Truth Center Inc,,2233 Orleans St,,Baltimore,MD,,21231,50000,"to provide support to Maryland Peer Advisory Council, a fiscally sponsored project of the Grantee, to identify and train new peer support specialists to become advocates for drug policy reform"
2021,263753801,Foundation to Promote Open Society,Pennsylvania Black Arts and Entertainment District,,25 West Fayette St,,Baltimore,MD,,21201,150000,to provide general operating support
2021,263753801,Foundation to Promote Open Society,Wide Angle Youth Media,,2601 North Howard Street Suite 160,,Baltimore,MD,,21218,80000,to provide general support
2021,263753801,Foundation to Promote Open Society,Community Mediation Program Inc,,333 Greenmount Avenue,,Baltimore,MD,,21218,25000,to ensure meaningful community input into the City of Baltimore's efforts to reduce violence
2021,263753801,Foundation to Promote Open Society,American Civil Liberties Union Foundation of Maryl,,3600 Clipper Mill Rd Suite 350,,Baltimore,MD,,21201,100000,to provide general support
2021,263753801,Foundation to Promote Open Society,American Civil Liberties Union Foundation of Maryl,,3600 Clipper Mill Rd Suite 350,,Baltimore,MD,,21201,75000,to engage in education and organizing to reduce the number of people serving long sentences in Maryland prisons
2021,263753801,Foundation to Promote Open Society,Community Law in Action Inc,,520 W Fayette St Suite 140,,Baltimore,MD,,21201,50000,to provide general support
2021,263753801,Foundation to Promote Open Society,Maryland Office of the Public Defender,,6 St Paul Street Suite 1400,,Baltimore,MD,,21202,62500,to help achieve the safe and restorative decarceration of individuals serving long prison sentences in Maryland
2021,263753801,Foundation to Promote Open Society,University of Maryland Baltimore,,620 W Lexington Street,,Baltimore,MD,,21201,60000,to support the completion of a report on the costs of drug criminalization in Maryland
2021,263753801,Foundation to Promote Open Society,University of Maryland Baltimore,,620 W Lexington Street,,Baltimore,MD,,21201,60000,to support the Grantee's work on researching the social and economic costs of drug criminalization Maryland
2021,263753801,Foundation to Promote Open Society,Fund for Educational Excellence,,800 North Charles Street Suite 400,,Baltimore,MD,,212015322,1500000,to facilitate the Baltimore Invest Donor Advised Fund to support alternative approaches to community safety and healing and restorative practices among Baltimore City governmental agencies
2021,263753801,Foundation to Promote Open Society,St Luke's Evangelical Lutheran Church,,800 West 36th Street,,Baltimore,MD,,21211,25000,to provide meals and harm reduction services to residents of Hampden and educate community members on the importance of engaging people who use drugs in a supportive and non-judgmental space
2021,263753801,Foundation to Promote Open Society,Baltimore Civic Fund,,One North Charles Street Suite 160,,Baltimore,MD,,21201,95000,"to enable the Mayor's Office of Criminal Justice to meaningfully engage community partnerships critical to reduce violence in Baltimore, without a reliance on incarceration"
2021,263753801,Foundation to Promote Open Society,Public Justice Center Inc,,One North Charles Street Suite 200,,Baltimore,MD,,21201,35000,"to explore, support and, where viable, pursue legal actions designed to eliminate or reduce the use of money bail and bring about pretrial reform in Baltimore"
2021,263753801,Foundation to Promote Open Society,Public Justice Center Inc,,One North Charles Street Suite 200,,Baltimore,MD,,21201,175000,"to enable Black Leaders Organizing for Change, a fiscally-sponsored project of the Grantee, to engage in education and organizing to bring about policing reforms in Baltimore"
2021,263753801,Foundation to Promote Open Society,Out for Justice Inc,,PO Box 33468,,Baltimore,MD,,21218,100000,to engage in education and organizing to reduce the number of people serving long sentences in Maryland prisons
2021,263753801,Foundation to Promote Open Society,Power Inside Inc,,PO Box 4796,,Baltimore,MD,,21211,50000,to provide general support
2021,263753801,Foundation to Promote Open Society,Johns Hopkins University,,Research Project Administration W-,,Baltimore,MD,,21218,150000,to support research and advocacy on economic justice and sanctions
2021,263753801,Foundation to Promote Open Society,Strategies for Social Change,,42-06A Bell Blvd 221,,Bayside,NY,,11361,25000,"to expand the crisis response program, including individual coaching, leadership coaching circles, and tools for remote working, for non-profit leaders dealing with novel challenges in the context of COVID-19"
2021,263753801,Foundation to Promote Open Society,Pallium India Inc,,37 Happy Valley Road,,Bearsville,NY,,12409,150000,General Support to Pallium India
2021,263753801,Foundation to Promote Open Society,Hesperian Health Guides,,1919 Addison Street Suite 304,,Berkeley,CA,,94704,300000,to provide general support
2021,263753801,Foundation to Promote Open Society,ReThink Media Inc,,2039 Shattuck Ave Suite 401,,Berkeley,CA,,94704,350000,to provide general support
2021,263753801,Foundation to Promote Open Society,As You Sow,,2150 Kittredge StSuite 450,,Berkeley,CA,,94708,200000,"to support As You Sow's program to engage corporate boards using various binding strategies to improve environmental, social and governance standards to improve the health and safety of the workers, consumers, or other stakeholders subject to the negative impact of the companies' current practices"
2021,263753801,Foundation to Promote Open Society,China Digital Times,,2512 Telegraph Ave400,,Berkeley,CA,,94704,150000,to provide general support
2021,263753801,Foundation to Promote Open Society,United 4 Iran,,2560 Ninth Street 319C,,Berkeley,CA,,94710,100000,To provide general support
2021,263753801,Foundation to Promote Open Society,ImpactAssets Inc,,7315 Wisconsin AvenueSuite 1000W,,Bethesda,MD,,20814,300000,"to support the New Media Ventures Innovation Fund, a project of the Grantee that provides early funding to non-profit entrepreneurs working on building infrastructure for social change"
2021,263753801,Foundation to Promote Open Society,Western Native Voice,,PO Box 1018,,Billings,MT,,591031018,100000,to provide general support
2021,263753801,Foundation to Promote Open Society,Musicians for Overdose Prevention Inc,,139 Last Resort Terrace,,Black Mountain,NC,,28711,90000,to provide general support
2021,263753801,Foundation to Promote Open Society,Musicians for Overdose Prevention Inc,,139 Last Resort Terrace,,Black Mountain,NC,,28711,34845,to help musicians and music venues address the overdose crisis through harm reduction practices
2021,263753801,Foundation to Promote Open Society,Oxfam-America Inc,,226 Causeway Street 5th Floor,,Boston,MA,,02114,250000,to inform the debate around debt and austerity policies shaping the pandemic response and recovery by fostering alternatives in the public discourse in Tunisia and the MENA region
2021,263753801,Foundation to Promote Open Society,Oxfam-America Inc,,226 Causeway Street 5th Floor,,Boston,MA,,02114,175000,"to raise awareness and educate about the need for debt relief, Special Drawing Rights, and a robust G20 Common Framework so that low-income countries can benefit from these tools"
2021,263753801,Foundation to Promote Open Society,Oxfam-America Inc,,226 Causeway Street 5th Floor,,Boston,MA,,02114,1300000,to provide general support
2021,263753801,Foundation to Promote Open Society,Oxfam-America Inc,,226 Causeway Street 5th Floor,,Boston,MA,,02114,50000,to help Mayors in Puerto Rico present legal challenges against austerity measures deeply impacting municipalities
2021,263753801,Foundation to Promote Open Society,Oxfam-America Inc,,226 Causeway Street 5th Floor,,Boston,MA,,02114,132379,to support the development of refugee-led networks
2021,263753801,Foundation to Promote Open Society,Oxfam-America Inc,,226 Causeway Street 5th Floor,,Boston,MA,,02114,300000,to counter the impact of COVID-19 for vulnerable groups in the MENA region
2021,263753801,Foundation to Promote Open Society,Oxfam-America Inc,,226 Causeway Street 5th Floor,,Boston,MA,,02114,82500,"to contribute to strengthening the feminist movement in the MENA region by promoting dialogue, solidarity and joint agendas among nascent and established feminist groups"
2021,263753801,Foundation to Promote Open Society,Oxfam-America Inc,,226 Causeway Street 5th Floor,,Boston,MA,,02114,1500000,to provide general support
2021,263753801,Foundation to Promote Open Society,Oxfam-America Inc,,226 Causeway Street 5th Floor,,Boston,MA,,02114,400000,"to support the Grantee's Power and Money program, which seeks to reduce economic inequality and improve livelihoods of the people through increased transparency and citizens' participation in public finance decisions"
2021,263753801,Foundation to Promote Open Society,National Consumer Law Center Inc,,7 Winthrop Square 4th Floor,,Boston,MA,,02110,200000,to provide general support
2021,263753801,Foundation to Promote Open Society,Disability Rights Fund Inc,,89 South Street Suite 203,,Boston,MA,,02111,800000,to provide general support
2021,263753801,Foundation to Promote Open Society,Disability Rights Fund Inc,,89 South Street Suite 203,,Boston,MA,,02111,415000,to provide general support
2021,263753801,Foundation to Promote Open Society,TSNE Mission Works,,89 South Street Suite 700,,Boston,MA,,02111,400000,to support the grantee's Building Movement Project that will strive to deepen multiracial solidarity among BIPOC-led and -serving organizations
2021,263753801,Foundation to Promote Open Society,TSNE Mission Works,,89 South Street Suite 700,,Boston,MA,,02111,200000,"to support the Financial Transparency Coalition, a fiscally-sponsored project of the Grantee, to pursue research and analysis on financial and tax transparency policies and practices internationally to prevent tax evasion and tax abuse that costs developing countries revenue"
2021,263753801,Foundation to Promote Open Society,TSNE Mission Works,,89 South Street Suite 700,,Boston,MA,,02111,300000,"to support the Building Movement Project, a project of the Grantee, in amplifying the voices and experiences of historically marginalized communities"
2021,263753801,Foundation to Promote Open Society,Community Catalyst Inc,,One Federal Street,,Boston,MA,,02110,40000,"to support activities in policy research and analysis, grassroots organizing, building partnerships and coalitions, strategic communications including shared learning, and resource development"
2021,263753801,Foundation to Promote Open Society,Trustees of Boston University Inc,,One Silber Way Eighth Floor,,Boston,MA,,02215,200000,"to support the Global Development Policy Center in its efforts to research reforming global economic governance in a manner that fosters stability, development, and environmental integrity in a transparent and accountable way"
2021,263753801,Foundation to Promote Open Society,Trustees of Boston University Inc,,One Silber Way Eighth Floor,,Boston,MA,,02215,200000,"to support the Global Development Policy Center in its efforts to research reforming global economic governance in a manner that fosters stability, development, and environmental integrity in a transparent and accountable way"
2021,263753801,Foundation to Promote Open Society,Trustees of Boston University Inc,,One Silber Way Eighth Floor,,Boston,MA,,02215,137558,to support the Center for Antiracist Research at Boston University in its research towards addressing racial inequity and injustice
2021,263753801,Foundation to Promote Open Society,Fight for the Future Education Fund,,PO Box 55071 95005,,Boston,MA,,02205,100000,to provide general support
2021,263753801,Foundation to Promote Open Society,350org,,PO Box 843004,,Boston,MA,,02284,250000,to provide general support
2021,263753801,Foundation to Promote Open Society,Native American Rights Fund,,1506 Broadway,,Boulder,CO,,803026296,250000,to provide general support
2021,263753801,Foundation to Promote Open Society,National Pain Advocacy Center,,1949 Peal StreetSuite B,,Boulder,CO,,80302,40000,to provide general support
2021,263753801,Foundation to Promote Open Society,Global Greengrants Fund,,2840 Wilderness Place Suite A,,Boulder,CO,,80301,250000,to provide general support
2021,263753801,Foundation to Promote Open Society,Mandala Enterprise Corporation,,13800 Molly Berry Road,,Brandywine,MD,,20613,125000,to engage in education and organizing to reduce the number of people serving long sentences in Maryland prisons
2021,263753801,Foundation to Promote Open Society,Northwest Bronx Community & Clergy Coalition,,103 East 196th Street,,Bronx,NY,,10468,200000,to provide general support
2021,263753801,Foundation to Promote Open Society,Mekong Inc,,2471 University Avenue,,Bronx,NY,,10468,200000,to support the Grantee's Southeast Asian Freedom Network as they respond to state and interpersonal violence against Asian Americans/Pacific Islanders
2021,263753801,Foundation to Promote Open Society,Creative Justice Initiative Inc,,930 Grand Concourse Apt 4D,,Bronx,NY,,10541,300000,to support the development and installation of a set of three public art installations to highlight the accurate history and contributions of African descendants in Puerto Rico
2021,263753801,Foundation to Promote Open Society,EqualHealth Inc,,PO Box 1575,,Brookline,MA,,02446,230000,to provide general support
2021,263753801,Foundation to Promote Open Society,For Freedoms Federation,,119 11th Street,,Brooklyn,NY,,11215,500000,to provide general support
2021,263753801,Foundation to Promote Open Society,Black Alliance for Just Immigration,,1360 Fulton Street Bldg B Suite,,Brooklyn,NY,,11216,300000,to provide general support
2021,263753801,Foundation to Promote Open Society,Black Alliance for Just Immigration,,1360 Fulton Street Bldg B Suite,,Brooklyn,NY,,11216,200000,to provide general support
2021,263753801,Foundation to Promote Open Society,Campaign for Human Rights,,137 Montague Street PMB 384,,Brooklyn,NY,,112013402,500000,to provide general support
2021,263753801,Foundation to Promote Open Society,SITU Studio LLC,,141 Flushing Avenue Bldg 77 Suite,,Brooklyn,NY,,11205,275000,"to support SITU to use technology to capture and mobilize data for the pursuit of human rights, accountability, and climate justice"
2021,263753801,Foundation to Promote Open Society,SITU Studio LLC,,141 Flushing Avenue Bldg 77 Suite,,Brooklyn,NY,,11205,197500,"to support SITU Research to use advanced technology in investigation and representation of human rights and corporate accountability information through effective analysis, development and dissemination of new tools and techniques, and innovation, in support of human rights defenders and investigators and to benefit victims of human rights violations"
2021,263753801,Foundation to Promote Open Society,Business Capacity Development Alliance,,147 Prince Street,,Brooklyn,NY,,11201,200000,"to support the Grantee's project Diaspora Rising, a media and advocacy hub dedicated to strengthening the connections among the Black diaspora"
2021,263753801,Foundation to Promote Open Society,United Photo Industries Inc,,16 Main Street Suite B,,Brooklyn,NY,,11201,26250,to support MFON: Women Photographers of the African Diaspora's production of a photobook and virtual symposium for female storytellers of the African diaspora
2021,263753801,Foundation to Promote Open Society,Eyebeam Atelier Inc,,185 Wythe AvenueOffice F1,,Brooklyn,NY,,11249,132000,to support a multimedia project that reframes attacks on BIPOC communities through VR technology
2021,263753801,Foundation to Promote Open Society,New Media Advocacy Project Inc,,195 Montague St 14th Floor,,Brooklyn,NY,,11201,150000,to provide general support
2021,263753801,Foundation to Promote Open Society,International Accountability Project,,195 Plymouth Street,,Brooklyn,NY,,11201,30000,to support the grantee's work in enabling communities and civil society's participation in the design and implementation of development projects in Southeast Asia
2021,263753801,Foundation to Promote Open Society,El Puente De Williamsburg Inc,,211 South 4th Street,,Brooklyn,NY,,11211,25000,to support community education and renewable energy transformation efforts in communities directly affected by fossil fuel plants in Puerto Rico
2021,263753801,Foundation to Promote Open Society,Global Americans Inc,,22 Clifton Place,,Brooklyn,NY,,11238,91000,"to convene American and Caribbean policymakers, scholars, government officials, and civil society representatives for a series of meetings to discuss policy options regarding climate change in the Caribbean"
2021,263753801,Foundation to Promote Open Society,The Everyday Projects,,294 Washington Avenue 2,,Brooklyn,NY,,11205,30000,to support Everyday Projects' Everyday Africa initiative management team in order to promote and educate the public about photography in Africa
2021,263753801,Foundation to Promote Open Society,Make the Road New York Inc,,301 Grove Street,,Brooklyn,NY,,11237,800000,to provide support for the NYS Fund for Excluded Workers
2021,263753801,Foundation to Promote Open Society,Make the Road New York Inc,,301 Grove Street,,Brooklyn,NY,,11237,100000,to support the Grantee's Worker Organizing and Anti-Surveillance Project
2021,263753801,Foundation to Promote Open Society,New York Focus,,361 Warren Street,,Brooklyn,NY,,11201,150000,"to educate people and communities across NY State on where their local government in Albany stands on decisions, policies, legislation and processes, and how these issues may impact their lives"
2021,263753801,Foundation to Promote Open Society,Right To The City Alliance,,388 Atlantic Avenue 2nd Floor,,Brooklyn,NY,,11217,200000,to provide general support
2021,263753801,Foundation to Promote Open Society,Center for Popular Democracy,,449 Troutman Street Suite A,,Brooklyn,NY,,11237,590000,"to support Local Progress, a project of the Grantee, in advancing racial and economic justice"
2021,263753801,Foundation to Promote Open Society,Center for Popular Democracy,,449 Troutman Street Suite A,,Brooklyn,NY,,11237,50000,"to support Communities United, a fiscally sponsored program of Center for Popular Democracy, to strengthen its organizing movements in Maryland and support leadership development and capacity building"
