tax_year,filer_ein,filer_name,recipient_name,recipient_ein,recipient_address1,recipient_address2,recipient_city,recipient_state,recipient_country,recipient_postal,amount,purpose
2020,263753801,Foundation to Promote Open Society,Access Now Europe,,Rue Belliard 12,,Brussels,,BE,1040,100000,to provide general support
2020,263753801,Foundation to Promote Open Society,Accountability Counsel,,244 Kearny Street Floor 6,,San Francisco,CA,,94108,300000,to provide general support
2020,263753801,Foundation to Promote Open Society,Accountability Lab Nepal,,Neel Sarswoti Marg,,Kathmandu,,NP,44600,71092,to provide general support
2020,263753801,Foundation to Promote Open Society,ACLU Fund of Michigan,,2966 Woodward,,Detroit,MI,,48201,750000,to provide general support
2020,263753801,Foundation to Promote Open Society,ACLU of Maine,,PO Box 7860,,Portland,ME,,04112,94787,to research the economic and social costs of punitive drug policies in Maine and produce a report with comparison to alternative drug policy models
2020,263753801,Foundation to Promote Open Society,Action Center on Race and the Economy Institute,,1901 West Carroll Avenue,,Chicago,IL,,60612,45000,to provide general support
2020,263753801,Foundation to Promote Open Society,ActionAid USA,,1220 L St NW Suite 725,,Washington,DC,,20005,100000,"to educate civil society on monetary and fiscal policy, and to mobilize and strengthen domestic resources around the world"
2020,263753801,Foundation to Promote Open Society,ActionAid USA,,1220 L St NW Suite 725,,Washington,DC,,20005,40000,"to support stakeholders in Ghana, Kenya and Uganda to link issues of education finance, tax justice and the growth of private actors in education"
2020,263753801,Foundation to Promote Open Society,Adalah - The Legal Center for Arab Minority Rights,,Yaffa Street 94 PO Box 8921,,Haifa,,IS,3109001,100000,"to support litigation and advocacy for equal access to health, dignified living conditions, and protection of civil liberties during the coronavirus pandemic"
2020,263753801,Foundation to Promote Open Society,Addis Ababa University,,Arada Sub City,,Addis Ababa,,ET,150131,170000,"to support the Grantee's Institute for Peace and Security Studies to generate and deepen African knowledge about African peace and security through education; professional development; and research to advance conflict prevention, management, resolution and peace building"
2020,263753801,Foundation to Promote Open Society,Advocates for Children and Youth Inc,,1 N Charles Street Suite 2400,,Baltimore,MD,,21201,100000,to provide general support
2020,263753801,Foundation to Promote Open Society,Advocates for Children and Youth Inc,,1 N Charles Street Suite 2400,,Baltimore,MD,,21201,100000,"to engage in outreach and education to reduce the number of youth impacted by Maryland's juvenile justice system, with fewer young people involved at every level"
2020,263753801,Foundation to Promote Open Society,Advocates for Children and Youth Inc,,1 N Charles Street Suite 2400,,Baltimore,MD,,21201,80000,to advocate for equitable school funding and policies and practices that improve school climate and reduce harsh school discipline
2020,263753801,Foundation to Promote Open Society,Advocates for Informed Choice,,365 Boston Post Rd 163,,Sudbury,MA,,01776,100000,to provide general support
2020,263753801,Foundation to Promote Open Society,Advocates for Informed Choice,,365 Boston Post Rd 163,,Sudbury,MA,,01776,80000,to provide general support
2020,263753801,Foundation to Promote Open Society,Afghan Independent Bar Association,,Masjid Hanzala Road Cross from Bal,,Kabul,,AF,00000,20000,to support charitable and educational activities of Conduct 3rd general Assembly
2020,263753801,Foundation to Promote Open Society,Africa Centre for Open Governance (AfriCOG),,Kabarsiran Avenue off James Gichur,,Nairobi,,KE,00100,80000,to examine the manifestations and impact of state capture in selected African countries in order to develop a shared understanding and raised awareness of both
2020,263753801,Foundation to Promote Open Society,Africa Health Budget Initiative,,No 9 Berbera Street Wuse Zone 6,,Abuja,,NI,900281,120000,to promote accountability for COVID-19 finances in Africa
2020,263753801,Foundation to Promote Open Society,Africa-America Institute,,60 East 42nd Street Suite 1700,,New York,NY,,10165,1000000,to provide general support
2020,263753801,Foundation to Promote Open Society,African Artists' Foundation,,3b Isiola Oyeken Close Off Adeleke,,Victoria Island Lagos,,NI,3b Isiola Oyeka,20000,to support the 2020 Lagos Photo Festival
2020,263753801,Foundation to Promote Open Society,African Artists' Foundation,,3b Isiola Oyeken Close Off Adeleke,,Victoria Island Lagos,,NI,3b Isiola Oyeka,100000,to provide general support
2020,263753801,Foundation to Promote Open Society,African Center for Economic Transformation,,1776 K Street NW Suite 200,,Washington,DC,,20006,350000,to provide general support
2020,263753801,Foundation to Promote Open Society,African Center for Economic Transformation,,1776 K Street NW Suite 200,,Washington,DC,,20006,165000,to provide voice to smallholder farmers and other marginalized voices from agriculture in the national agriculture policy debate to positively impact policy for a more inclusive and transformational agriculture sector
2020,263753801,Foundation to Promote Open Society,African Centre for Justice and Peace Studies,,1483 York Avenue No 20463,,New York,NY,,10021,30000,to document work done in defending human and civil rights among underprivileged communities
2020,263753801,Foundation to Promote Open Society,African Civic Leadership Program,,6118 Phelps Lane,,Hanover,MD,,21076,138000,"to develop a Civil Society Resource Center with the aim of identifying, training and mentoring emerging and existing civil society organization's leadership and organizations helping to rebuild civil society in Ethiopia"
2020,263753801,Foundation to Promote Open Society,African Culture Fund,,Sogoniko Rue 80 Porte 186,,Bamako,,ML,00000,185138,"to support Grantee's charitable programs, which aim to promote and develop of African culture and art"
2020,263753801,Foundation to Promote Open Society,African Development Solutions,,PO Box 70331-00400,,Nairobi,,KE,70331 -00400,74000,to support Adeso health work
2020,263753801,Foundation to Promote Open Society,African Development Solutions,,PO Box 70331-00400,,Nairobi,,KE,70331 -00400,135000,"To support the development and implementation of NEAR 2019-2020 Advocacy Program, to advocate for the rights of local actors to make decisions in and provide guidance to national, regional and international decision-making fora, including health assistance-related decision-making spaces"
2020,263753801,Foundation to Promote Open Society,African Leadership Centre Trust,,PO Box 25742,,Nairobi,,KE,00000,25000,to support work on accountability mechanisms and retribution for victims of sexual and gender based violence in coordination with the United Nations Commission on Human Rights in South Sudan
2020,263753801,Foundation to Promote Open Society,African Leadership Centre Trust,,PO Box 25742,,Nairobi,,KE,00000,60000,"to support the leadership development for young African women working in the areas of peace, security and development in Africa in addition to facilitating the contribution of leading practitioners in the field of peace, security and development to the learning experience of Africa Leadership Centre fellows"
2020,263753801,Foundation to Promote Open Society,African Palliative Care Association,,PO Box 72518,,Kampala,,UG,256,48000,to provide general support
2020,263753801,Foundation to Promote Open Society,African Policing Civilian Oversight Forum,,Suite 103- 105A Building 17 The Wa,,Cape Town,,SF,7925,140000,to provide general support
2020,263753801,Foundation to Promote Open Society,African School of Economics,,Abomey-Calavi Arconville Route de,,AbomeyCalavi,,BN,02 BP 372,200023,"to support the development of the Pan-African Scientific Research Council (PASRC), a platform for sharing knowledge and developing collaborative research initiatives among African scientists from a range of disciplines"
2020,263753801,Foundation to Promote Open Society,African Sex Workers Alliance,,Office Number 12 Second floor Jogoo,,Nairobi,,KE,00300,56400,to support the African Sex Workers Alliance to build a strategy process that meaningfully includes its membership
2020,263753801,Foundation to Promote Open Society,African Society for Laboratory Medicine,,Joseph Tito Street Nega City Mall,,Kirkos Subcity Kebele,,ET,00000,500000,"to support Africa CDC in its regional, cross-regional,cross-regional and global coordination efforts, and advance the advocacy component of its vaccine strategy"
2020,263753801,Foundation to Promote Open Society,African Society for Laboratory Medicine,,Joseph Tito Street Nega City Mall,,Kirkos Subcity Kebele,,ET,00000,500000,to coordinate regional efforts to mitigate severe illness and death from COVID-19 infection in African Union Member States and to minimize social disruption and economic consequences of COVID-19 outbreaks
2020,263753801,Foundation to Promote Open Society,African Union,,P O Box 3243,,Addis Ababa,,ET,00000,300000,to strengthen the capacity of the Grantee's Department of Rural Economy and Agriculture and Regional Economic Communities to advance intra-Africa Trade in Agricultural commodities and Services through the Africa free Continental Free Trade Agreement (AfCFTA)
2020,263753801,Foundation to Promote Open Society,African Women's Development and Communications Net,,PO Box 54562,,Nairobi,,KE,00200,180000,to provide general support
2020,263753801,Foundation to Promote Open Society,Africans Rising for Justice Peace and Dignity,,Actionaid Complex MDI Road Kanifin,,Serekunda,,GA,00000,300000,is to support AR's mobilization and amplification of the voices of African youth in advancing access to quality healthcare for all Africans
2020,263753801,Foundation to Promote Open Society,Afro-Colombian Pastoral Center Corporation - CEPAC,,Calle 67 no 14 A-26 Chapinero,,Bogota DC,,CO,110231,110000,to engage in community organizing with an intersectional lens in Colombia with a focus on racial justice advocacy and leadership support
2020,263753801,Foundation to Promote Open Society,AFTURD (Association des Femmes Tunisiennes pour la,,Cite Sprols rue 7301 bloc 9 El M,,Tunis,,TS,00000,75000,to support raising public awareness on Tunisia's law on eliminating all forms of violence against women
2020,263753801,Foundation to Promote Open Society,AHEL for Training,,PO Box 950654,,Amman,,JO,00000,90000,"to educate, train, and mentor community-led campaigns as a means building the resilience of civil society in the MENA region"
2020,263753801,Foundation to Promote Open Society,Airwars,,37 Laurie GroveGoldsmiths Universi,,London,,OC,SE14 6NH,125000,to provide general support
2020,263753801,Foundation to Promote Open Society,Al Khatt,,16 bis Rue Alphonse Laveran,,Tunis,,TS,1002,100000,"to support quality online journalism, and specifically good practices of investigative journalism and data visualization"
2020,263753801,Foundation to Promote Open Society,Al Mezan Center For Human Rights,,5/102-1 Al Mena Omar El-Mukhtar St,,Gaza,,OC,00972,250000,to monitor and document violations against Palestinians and pursue accountability for abuses
2020,263753801,Foundation to Promote Open Society,Al Otro Lado,,1200 N State St 1008,,Los Angeles,CA,,90033,120000,to support efforts to improve protection outcomes for migrants and refugees
2020,263753801,Foundation to Promote Open Society,Al Qaws for Sexual & Gender Diversity in Palestini,,PO Box 1616,,Jerusalem,,IS,00000,60000,to provide general support
2020,263753801,Foundation to Promote Open Society,Alankar Innovations and Digital Ventures Pvt Ltd,,Kathmandu Metropolitan City Ward n,,Kathmandu,,NP,00000,18961,"to support Alankar Innovations and Digital Ventures Pvt Ltd, a private company, for a project called ""Stories of Rebuilding"", which will educate the Nepali public on disaster recovery, reconstruction and preparedness by developing freely-available materials and enhancing methods of dissemination"
2020,263753801,Foundation to Promote Open Society,Al-Bawsala,,16 Rue de Syrie Epi Centre Bloc C,,Tunis,,TS,1000,200000,to provide general support
2020,263753801,Foundation to Promote Open Society,Al-Haq,,54 Main Street 2nd 3rd Fl - Opp,,Ramallah,,OC,00000,300000,to provide general support
2020,263753801,Foundation to Promote Open Society,Alianza Americas,,2875 W Cermak Rd,,Chicago,IL,,60623,200000,"to strengthen the grantee's transnational network, particularly in Central America and Mexico; promote protections for migrants and returnees, and raise awareness about the drivers of displacement, through advocacy, networking and communications"
2020,263753801,Foundation to Promote Open Society,Alianza Nacional de Campesinas Inc,,319 Lambert Street Suite D,,Oxnard,CA,,93034,150000,to provide general support
2020,263753801,Foundation to Promote Open Society,Alin Thit Social Development Group,,NO633 KHU LEE ROAD NARNATTAW WAR,,LOIKAW,,BM,00000,60000,to continue the grantee's work supporting teachers and parents with educational initiatives and training youth in monitoring and documenting the election process
2020,263753801,Foundation to Promote Open Society,Alinthit Social Development Association,,No 22 Ywardaw Mingalar Market Co,,Nay Pyi Taw,,BM,15011,100000,to support the development of a national drug rehabilitation strategy that is in line with health- and human rights-oriented approaches
2020,263753801,Foundation to Promote Open Society,Alinthit Social Development Association,,No 22 Ywardaw Mingalar Market Co,,Nay Pyi Taw,,BM,15011,50000,to support sustainable drug rehabilitation in Myanmar
2020,263753801,Foundation to Promote Open Society,AlJumhuriya Collective,,zgr Kltr ve Dsnce Kollektif D,,Istanbul,,TU,00000,39500,"to provide state-of-the-art coverage and analysis of Syrian politics, the trials and tribulations of the Syrian diaspora, and the Syrian 'question' in international diplomacy"
2020,263753801,Foundation to Promote Open Society,Alliance for a Just Society,,3518 South Edmunds Street,,Seattle,WA,,98118,25000,"to support the Grantee's fiscally sponsored program,We Are Down Home, to mobilize policy advocacy on economic, gender, and racial justice, and put an end to the overdose epidemic"
2020,263753801,Foundation to Promote Open Society,Alliance for Global Justice,,225 E 26th St Suite 1,,Tucson,AZ,,85713,250000,to catalyze Black communities into the global movement for climate justice
2020,263753801,Foundation to Promote Open Society,Alliance for Open Society International Inc,,224 West 57th Street,,New York,NY,,10019,350000,to provide general support
2020,263753801,Foundation to Promote Open Society,Alliance for Open Society International Inc,,224 West 57th Street,,New York,NY,,10019,3351314,to provide support for Open Society Institute-Baltimore's charitable programs and operations
2020,263753801,Foundation to Promote Open Society,Alliance for Open Society International Inc,,224 West 57th Street,,New York,NY,,10019,2045100,to support Open Society Institute-Baltimore's charitable and educational programming
2020,263753801,Foundation to Promote Open Society,Alliance for Youth Organizing,,915 5th St NW,,Washington,DC,,20001,80000,"to allow Leaders Igniting Transformation, a fiscally -sponsored project of the Grantee, to build on its youth leadership development work with a focus on engaging historically disenfranchised communities"
2020,263753801,Foundation to Promote Open Society,Allied Media Projects,,4126 Third Street,,Detroit,MI,,48201,150000,"to support education on misinformation and disinformation , and how they are used to destabilize and harm communities of color"
2020,263753801,Foundation to Promote Open Society,Allied Media Projects,,4126 Third Street,,Detroit,MI,,48201,300000,"to support the Kairos Fellowship, a project of the Grantee, in developing and running collaborative projects and events that bring together and strengthen cohorts of racial justice organizers and digital strategists"
2020,263753801,Foundation to Promote Open Society,Allied Media Pvt Ltd,,Kupondole-01,,Lalitpur,,NP,00000,53000,"to support The Record, an independent digital publication, to counter disinformation and suppression of information about the pandemic through in-depth and accurate reporting"
2020,263753801,Foundation to Promote Open Society,Alternate Roots Inc,,1083 Austin Avenue,,Atlanta,GA,,303071940,300000,"to provide program funding to SpiritHouse, a project of the Grantee, for continuing efforts in Durham, NC to engage Black and Brown residents and those most directly impacted by the justice system in the growth of Harm Free Zones and community accountability networks"
2020,263753801,Foundation to Promote Open Society,Amadeu Antonio Stiftung,,Novalisstrabe 12,,Berlin,,GM,10115,291612,to support a re-granting project to strengthen civil society in Eastern Germany
2020,263753801,Foundation to Promote Open Society,Amalgamated Charitable Foundation,,1825 K St NW,,Washington,DC,,20006,671490,to support Grantee's work in uplifting and including essential workers and vulnerable communities impacted by Covid-19
2020,263753801,Foundation to Promote Open Society,Amalgamated Charitable Foundation,,1825 K St NW,,Washington,DC,,20006,200000,"to launch the Independent Resource Generation Hub,which seeks to centralize learning and exploration of resource generation models for non-profits"
2020,263753801,Foundation to Promote Open Society,Amalgamated Charitable Foundation,,1825 K St NW,,Washington,DC,,20006,750000,to deepen understanding of Latinx communities in order to increase nonpartisan civic participation and engagement of these populations
2020,263753801,Foundation to Promote Open Society,Amalgamated Charitable Foundation,,1825 K St NW,,Washington,DC,,20006,1600000,"to support the Grantee to launch the Families and Workers Fund and support the establishment of the Capital Markets Hub in order to address the economic crisis facing workers, families, and communities, and to strengthen the power of worker advocates to intervene in the financial sector in the wake of COVID-19"
2020,263753801,Foundation to Promote Open Society,Amalgamated Charitable Foundation,,1825 K St NW,,Washington,DC,,20006,125000,"to support organizations responding to the impact of COVID-19 on vulnerable communities in Washington, D.C."
2020,263753801,Foundation to Promote Open Society,Amalgamated Charitable Foundation,,1825 K St NW,,Washington,DC,,20006,575000,"to support the Return to the Heart Foundation, a sponsored project of the Grantee, to procure and distribute Personal Protective Equipment and other needs in response to the COVID-19 outbreaks in tribal communities"
2020,263753801,Foundation to Promote Open Society,Amalgamated Charitable Foundation,,1825 K St NW,,Washington,DC,,20006,500000,"to mobilize funders in support of building power,, influence, and direct decision-making authority of communities of color and low-income communities to advance equitable and regional development"
2020,263753801,Foundation to Promote Open Society,American Civil Liberties Union Foundation of Maryl,,3600 Clipper Mill Rd Suite 350,,Baltimore,MD,,21201,13000,"to provide support to Family Support Network, a fiscally-sponsored project of the Grantee, in order to expand its capacity to reduce mass incarceration in Maryland, especially in the era of COVID-19"
2020,263753801,Foundation to Promote Open Society,American Friends of Jamaica,,1697 Broadway Suite 501,,New York,NY,,10019,320000,"to support Caribbean artists and cultural practitioners to focus on the themes of climate justice, human rights, gender and culture in light of the COVID crisis"
2020,263753801,Foundation to Promote Open Society,American Jewish World Service Inc,,45 West 36th Street 11th Floor,,New York,NY,,10018,160000,to provide general support
2020,263753801,Foundation to Promote Open Society,American Jewish World Service Inc,,45 West 36th Street 11th Floor,,New York,NY,,10018,90000,to strengthen and increase the visibility of victims and groups disproportionately affected by militarization of citizen security in Mexico
2020,263753801,Foundation to Promote Open Society,American Jewish World Service Inc,,45 West 36th Street 11th Floor,,New York,NY,,10018,100000,to support promoting economic justice in Thailand with a special focus on the promotion and defense of land & natural resource rights for local communities
2020,263753801,Foundation to Promote Open Society,American University,,4400 Massachusetts Avenue NW,,Washington,DC,,20016,30000,"to support Accountability Research Center's capacity building initiatives in monitoring, evaluation, and learning, and strategic communications"
2020,263753801,Foundation to Promote Open Society,American University,,4400 Massachusetts Avenue NW,,Washington,DC,,20016,25000,to host a research fellow to complete a book- length analysis of Cuba's economy and economic reforms
2020,263753801,Foundation to Promote Open Society,American University,,4400 Massachusetts Avenue NW,,Washington,DC,,20016,50000,to support a conference and workshop on care work and the economy for civil society groups
2020,263753801,Foundation to Promote Open Society,American University,,4400 Massachusetts Avenue NW,,Washington,DC,,20016,100000,to support faculty from universities in the global south in preparing and launching graduate courses on gender analysis in economics in their home universities
2020,263753801,Foundation to Promote Open Society,American University,,4400 Massachusetts Avenue NW,,Washington,DC,,20016,150000,"to incorporate legal aid into government programs,policies, and initiatives at the state and local level"
2020,263753801,Foundation to Promote Open Society,American University of Beirut,,3 Dag Hammarskjold Plz Fl 8,,New York,NY,,10017,150000,to support the documentation and generation of knowledge and analysis on how feminist organizations and activists have responded to COVID-19 in the MENA region
2020,263753801,Foundation to Promote Open Society,American University of Beirut,,3 Dag Hammarskjold Plz Fl 8,,New York,NY,,10017,50000,"to support a mapping of the approaches carried out by civil society actors in the MENA region in order to expand their impact on civil, cultural, and other socio-economic issues"
2020,263753801,Foundation to Promote Open Society,American University of Beirut,,3 Dag Hammarskjold Plz Fl 8,,New York,NY,,10017,170000,"to train health professionals among refugees and their host communities, using state of the art distance learning"
2020,263753801,Foundation to Promote Open Society,American University of Central Asia,,7/6 Aaly Tokombaev Street,,Bishkek,,KG,720060,843500,"to support students from Central Asian countries with scholarships and provide program support for AUCA's liberal arts activities, student mobility, and faculty and student research"
2020,263753801,Foundation to Promote Open Society,American University of Central Asia,,7/6 Aaly Tokombaev Street,,Bishkek,,KG,720060,746000,"to support students from Central Asian countries with scholarships and provide program support for AUCA's liberal arts activities, student mobility, and faculty and student research"
2020,263753801,Foundation to Promote Open Society,Americans for Financial Reform Education Fund,,1615 L Street NW,,Washington,DC,,20036,100000,to provide general support
2020,263753801,Foundation to Promote Open Society,Americans for Financial Reform Education Fund,,1615 L Street NW,,Washington,DC,,20036,100000,to provide general support
2020,263753801,Foundation to Promote Open Society,Americas Society Inc,,680 Park Avenue,,New York City,NY,,10065,25000,to support a series of op-eds and a panel to educate the public on the role of multilateralism in COVID-19 response and recovery efforts in Latin America
2020,263753801,Foundation to Promote Open Society,America's Voice Education Fund,,1050 17th Street NW Suite 490,,Washington,DC,,20036,100000,to provide general support
2020,263753801,Foundation to Promote Open Society,America's Voice Education Fund,,1050 17th Street NW Suite 490,,Washington,DC,,20036,150000,to provide general support
2020,263753801,Foundation to Promote Open Society,Amnesty International Limited,,Peter Benenson House 1 Easton Stre,,London,,OC,WC1X ODW,100000,to protect refugee and migrants rights' against harmful technological developments
2020,263753801,Foundation to Promote Open Society,Amnesty International Limited,,Peter Benenson House 1 Easton Stre,,London,,OC,WC1X ODW,100000,to support Amnesty International's campaign on 'Surveillance Giants'
2020,263753801,Foundation to Promote Open Society,Amnesty International Limited,,Peter Benenson House 1 Easton Stre,,London,,OC,WC1X ODW,225000,"to promote the protection of migrants, asylum seekers and refugees in Mexico and Central America in the context of COVID-19."
2020,263753801,Foundation to Promote Open Society,Amnesty International Limited,,Peter Benenson House 1 Easton Stre,,London,,OC,WC1X ODW,210000,to explore good practices for law enforcement monitoring and oversight as a means to reduce police/military killings
2020,263753801,Foundation to Promote Open Society,Amnesty International Limited,,Peter Benenson House 1 Easton Stre,,London,,OC,WC1X ODW,100000,to support the Grantee to play a crucial role in helping to achieve meaningful rights-based regulation of the artificial intelligence and data ecosystem
2020,263753801,Foundation to Promote Open Society,Amnesty International Limited,,Peter Benenson House 1 Easton Stre,,London,,OC,WC1X ODW,270000,"to support the Grantee to engage and empower rights -holders in and from the global south and Central Asia to hold East Asia countries' activities in their regions accountable, through research, community awareness raising and education"
2020,263753801,Foundation to Promote Open Society,Amnesty International Limited,,Peter Benenson House 1 Easton Stre,,London,,OC,WC1X ODW,99998,to improve state regulation and corporate accountability for recruitment abuses against migrant workers in Asia and the Middle East
2020,263753801,Foundation to Promote Open Society,Amnesty International USA Inc,,5 Penn Plaza 14th Floor,,New York,NY,,100018001,15000,to create a youth network of activists doing peer education and fighting climate change issues in Spanish speaking Caribbean islands
2020,263753801,Foundation to Promote Open Society,An End to Ignorance Inc,,401 E Lafayette Ave,,Baltimore,MD,,21202,15000,to provide general support
2020,263753801,Foundation to Promote Open Society,Andean Information Network,,1112 16th Street NW 600,,Washington,DC,,20006,50000,to mitigate the health and economic impact of COVID-19 in Bolivia and increased repression of those living in coca growing regions and facilitate their engagement in policy debates
2020,263753801,Foundation to Promote Open Society,ANDI - Agencia de Noticias dos Direitos da Infanci,,SDS Ed Miguel Badya Bloco L Sala,,Asa Sul,,BR,00000,75000,"to spotlight Brazil's progressive innovations in the intersection of child well-being and justice, and to share experience with professionals working in the justice sector around the globe"
2020,263753801,Foundation to Promote Open Society,Anistia Internacional Brasil,,Rua da Gloria 344 - 3 Andar,,Rio de Janeiro,,BR,22231-170,150000,"to enable the Grantee to conduct programming on citizen security, human rights, and protection of human rights defenders"
2020,263753801,Foundation to Promote Open Society,Anti-Racism Movement,,7th FloorAl Hammoud Building Sadat,,Beirut,,LE,00000,50000,to provide emergency relief to migrant workers impacted by the Beirut blast
2020,263753801,Foundation to Promote Open Society,Anti-Racism Movement,,7th FloorAl Hammoud Building Sadat,,Beirut,,LE,00000,25000,"to support an emergency response to the needs of migrant domestic workers during COVID-19, including distributing food and hygiene kits to the people in need"
2020,263753801,Foundation to Promote Open Society,Anti-Racism Movement,,7th FloorAl Hammoud Building Sadat,,Beirut,,LE,00000,109140,"to support the Grantee's Migrant Community Centers to grow in size and scope, improve the quality and effectiveness of their services, and to support capacity-building for the Grantee's staff"
2020,263753801,Foundation to Promote Open Society,Aprabashi Mahila Kamdar Samuha,,Dharapati Maharajgunj Kathmandu -,,Kathmandu,,NP,00000,39000,to provide immediate relief support and advocacy for the reintegration of women migrant workers
2020,263753801,Foundation to Promote Open Society,Arab American Institute Foundation,,1600 K st NW Suite 601,,Washington,DC,,20006,75000,to provide general support
2020,263753801,Foundation to Promote Open Society,Arab American Institute Foundation,,1600 K st NW Suite 601,,Washington,DC,,20006,87500,to support AAIF's general strategy around issues relevant to Arab Americans
2020,263753801,Foundation to Promote Open Society,Arab Association of Constitutional Law (AACL),,Tunisia,,Tunis,,TS,00000,31212,to support the development of a modernized teaching curriculum and to encourage regional debate and knowledge production on constitutional and judicial reforms in the Arab region
2020,263753801,Foundation to Promote Open Society,Arab Community Center for Economic and Social Serv,,2651 Saulino Court,,Dearborn,MI,,48120,100000,to provide general support
2020,263753801,Foundation to Promote Open Society,Arab Council for the Social Sciences,,Alamuddin Bldg 2nd FloorJohn Kenn,,Beirut,,LE,00000,85000,to map and analyze scholarly research conducted on gender and women in the Arab region
2020,263753801,Foundation to Promote Open Society,Arab Council for the Social Sciences,,Alamuddin Bldg 2nd FloorJohn Kenn,,Beirut,,LE,00000,250000,"to incubate a new generation of social scientists capable of, and committed to, conducting research for social change, developing and teaching critical approaches to social issues and building new institutions and infrastructures for knowledge production in the MENA region"
2020,263753801,Foundation to Promote Open Society,Arab Fund for Art and Culture (AFAC),,Charles Aoun Building Sursock Stre,,Beirut,,LE,135290,387500,to provide general support
2020,263753801,Foundation to Promote Open Society,Arab Fund for Art and Culture (AFAC),,Charles Aoun Building Sursock Stre,,Beirut,,LE,135290,410000,to provide general support
2020,263753801,Foundation to Promote Open Society,Arab Reform Initiative,,10 Rue des Bluets,,Paris,,FR,75011,300000,to provide general support
2020,263753801,Foundation to Promote Open Society,Arab Reform Initiative,,10 Rue des Bluets,,Paris,,FR,75011,21000,"to support a convening of activists, professionals , and academics on the future of human rights action in the Arab region"
2020,263753801,Foundation to Promote Open Society,Arab Reform Initiative,,10 Rue des Bluets,,Paris,,FR,75011,250000,General Support
2020,263753801,Foundation to Promote Open Society,Arab Studies Institute (ASI-KP),,10832 Oakcrest Court,,Fairfax,VA,,22030,200000,to provide general support
2020,263753801,Foundation to Promote Open Society,Arab Watch Coalition,,9510 Babson Court,,Fairfax,VA,,22032,22839,to organize a General Assembly meeting and to finalize action plans around reconstruction in conflict-affected countries
2020,263753801,Foundation to Promote Open Society,Arizona Coalition to End Sexual and Domestic Viole,,2800 N Central Ave STE 1570,,Phoenix,AZ,,850041065,25000,"to guide large numbers of transgender and queer people of color and migrants by documenting their lived experiences, generating analysis, and creating transformative sociopolitical theory"
2020,263753801,Foundation to Promote Open Society,Arizona State University Foundation for A New Amer,,ASU FoundationPO Box 2260,,Tempe,AZ,,852802260,250000,"to support the mission of the Grantee's McCain Institute for International Leadership to advance security, economic opportunity, freedom, democracy and human rights in the United States and around the world"
2020,263753801,Foundation to Promote Open Society,Armed Conflict Location and Event Data Project,,1204 Dolan Drive,,Sun Prairie,WI,,53590,75000,"to support the Yemen Data Project, which will collect and analyze data on airstrikes and other sources of civilian harm in the conflict in Yemen in order to increase transparency over the conduct of the war and to inform humanitarian response"
2020,263753801,Foundation to Promote Open Society,Article 19,,Free Word Centre 60 Farringdon Roa,,London Greater London,,OC,EC1R 3GA,115000,to provide general support
2020,263753801,Foundation to Promote Open Society,Article 19,,Free Word Centre 60 Farringdon Roa,,London Greater London,,OC,EC1R 3GA,50000,to support research and advocacy work on freedom of expression and online resilience
